"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SRPX2",3.61520672650535e-227,6.91530037997958,0.161,0.003,1.08720111886195e-222,"9","SRPX2"
"SCARA5",5.07417648853015e-149,5.96390083575772,0.152,0.005,1.52595709539567e-144,"9","SCARA5"
"TCF21",1.60538564283315e-190,5.95712350377304,0.184,0.005,4.82787624369213e-186,"9","TCF21"
"COL12A1",3.4926319507749e-152,5.86451676347557,0.215,0.01,1.05033920655654e-147,"9","COL12A1"
"NOX4",9.28789365803832e-98,5.85484892298002,0.152,0.008,2.79314825978186e-93,"9","NOX4"
"DPT",2.77778128636609e-119,5.8207035365429,0.148,0.006,8.35362166248875e-115,"9","DPT"
"PLTP",2.00892807332343e-96,5.76806713283026,0.103,0.003,6.04144939490556e-92,"9","PLTP"
"CCDC80",1.59676515431413e-139,5.76578438380674,0.314,0.026,4.80195184856887e-135,"9","CCDC80"
"SULF1",7.02193043027089e-132,5.74470659566835,0.152,0.005,2.11170513829536e-127,"9","SULF1"
"SERPINF1",3.81692472145339e-94,5.72632199594897,0.197,0.015,1.14786377148268e-89,"9","SERPINF1"
"ZFP36",5.53174443346137e-87,5.71381204015287,0.233,0.023,1.66356150347484e-82,"9","ZFP36"
"SOD3",3.84013664122315e-116,5.68381055929797,0.152,0.007,1.15484429211504e-111,"9","SOD3"
"PI16",8.86716178461266e-101,5.66883468967511,0.126,0.005,2.66662156348657e-96,"9","PI16"
"ADH1B",5.18915423893629e-104,5.66417896452901,0.135,0.006,1.56053435427531e-99,"9","ADH1B"
"CCL2",4.06908666873925e-41,5.64037688647486,0.121,0.013,1.22369643388996e-36,"9","CCL2"
"PRELP",8.16281367945891e-111,5.62145726614934,0.157,0.007,2.45480295782368e-106,"9","PRELP"
"IGF1",2.4922982882879e-65,5.60807439057623,0.108,0.006,7.49508864236819e-61,"9","IGF1"
"CDH19",6.50383982235962e-127,5.5627854999031,0.323,0.031,1.95589974977821e-122,"9","CDH19"
"THBS2",2.66541988559536e-152,5.53367760324742,0.202,0.009,8.01571722195091e-148,"9","THBS2"
"MEG8",6.97514113144943e-167,5.50342627107145,0.215,0.009,2.09763419246079e-162,"9","MEG8"
"MEG3",6.92778390404883e-129,5.4715957532281,0.215,0.012,2.0833924534646e-124,"9","MEG3"
"COL6A3",2.69636985783088e-139,5.46651919790027,0.314,0.026,8.1087930734548e-135,"9","COL6A3"
"COL8A1",5.92257041399993e-153,5.39330563850841,0.265,0.016,1.7810946006022e-148,"9","COL8A1"
"F2R",1.42785923382582e-94,5.39128635350595,0.121,0.005,4.29400107388438e-90,"9","F2R"
"KCNT2",7.30470996274438e-70,5.3891371118665,0.13,0.008,2.19674542709612e-65,"9","KCNT2"
"COL4A4",1.72240525061534e-109,5.3864114552259,0.251,0.021,5.17978931017551e-105,"9","COL4A4"
"BGN",1.61198405112727e-88,5.36512571073974,0.117,0.005,4.84771963695503e-84,"9","BGN"
"PDGFRA",3.57643229200083e-147,5.36053359057627,0.229,0.012,1.07554048317341e-142,"9","PDGFRA"
"TFPI",3.84080979790791e-133,5.3448460701617,0.287,0.023,1.15504673052485e-128,"9","TFPI"
"COL3A1",1.06668080041384e-99,5.34118490435794,0.22,0.017,3.20782917108453e-95,"9","COL3A1"
"PTGIS",5.98939532286925e-57,5.30853757462318,0.13,0.011,1.80119085544647e-52,"9","PTGIS"
"COL5A1",2.17308838323593e-118,5.29973468078116,0.161,0.007,6.5351286949054e-114,"9","COL5A1"
"GFPT2",9.83015071236595e-95,5.28358806528985,0.148,0.008,2.95622122372981e-90,"9","GFPT2"
"BICC1",9.77298492900111e-128,5.26736420947735,0.265,0.02,2.9390297576985e-123,"9","BICC1"
"SCN7A",6.81943899763676e-103,5.26502213198078,0.314,0.036,2.0508098897593e-98,"9","SCN7A"
"SERPINE1",1.86014663627162e-59,5.24874731602609,0.126,0.009,5.59401897925964e-55,"9","SERPINE1"
"MFAP5",2.98121694371493e-110,5.21497487121384,0.188,0.011,8.96541371483391e-106,"9","MFAP5"
"SPRY1",3.82937424169321e-84,5.21229700129158,0.206,0.018,1.1516077157044e-79,"9","SPRY1"
"IGFBP3",1.8916143014473e-61,5.21086045733492,0.148,0.013,5.68865168874245e-57,"9","IGFBP3"
"VCAN",3.79263190976855e-132,5.20336537023022,0.256,0.018,1.1405581942247e-127,"9","VCAN"
"NNMT",7.05768565423822e-95,5.20011661899824,0.202,0.015,2.12245780679906e-90,"9","NNMT"
"BNC2",1.51018777921731e-70,5.19886733984801,0.139,0.01,4.54158770844022e-66,"9","BNC2"
"FBN1",6.40158656511258e-122,5.18323011023223,0.305,0.028,1.92514912772631e-117,"9","FBN1"
"C7",1.31337542391793e-102,5.17552882011287,0.318,0.037,3.9497139123484e-98,"9","C7"
"EGR1",3.2441027107534e-69,5.17412881510964,0.13,0.009,9.7559900820487e-65,"9","EGR1"
"IGFBP4",8.66241396594251e-91,5.17320772965451,0.202,0.016,2.60504775197789e-86,"9","IGFBP4"
"EGFR",2.63037646505683e-122,5.17068480394632,0.229,0.015,7.9103311433654e-118,"9","EGFR"
"ACSM3",2.66817590783971e-110,5.16783395958919,0.215,0.015,8.02400540764635e-106,"9","ACSM3"
"CD34",6.90999918139609e-124,5.16126941490409,0.179,0.009,2.07804405382124e-119,"9","CD34"
"ABCA9",7.15242712958624e-95,5.15524135128165,0.22,0.018,2.15094941068047e-90,"9","ABCA9"
"FBLN5",1.98566970905037e-89,5.14525754476019,0.143,0.008,5.97150451602719e-85,"9","FBLN5"
"FMO2",1.45125896506902e-62,5.14299811896254,0.13,0.01,4.36437108565207e-58,"9","FMO2"
"RHOJ",3.57668305394711e-73,5.14171477047187,0.117,0.006,1.07561589481352e-68,"9","RHOJ"
"LUM",1.31733520064753e-113,5.13810135372831,0.269,0.023,3.96162214890732e-109,"9","LUM"
"C11orf96",1.18354119888118e-88,5.12988717971494,0.161,0.01,3.55926344739537e-84,"9","C11orf96"
"MGST1",3.37468852512525e-66,5.11530601054297,0.148,0.012,1.01487008016092e-61,"9","MGST1"
"LY6E",3.00088931410555e-69,5.08522202158181,0.143,0.011,9.02457443430963e-65,"9","LY6E"
"COL5A3",4.70885895732121e-71,5.08270809066911,0.112,0.006,1.41609515423521e-66,"9","COL5A3"
"TAGLN2",6.81205698195695e-117,5.06089679144873,0.247,0.019,2.04858989618391e-112,"9","TAGLN2"
"CFD",2.21416612136463e-65,5.05558007377099,0.341,0.065,6.65866177677984e-61,"9","CFD"
"CFH",1.6545447636478e-95,5.05458129627508,0.193,0.014,4.97571246771803e-91,"9","CFH"
"CAMK2N1",9.26550387153251e-70,5.05240097925415,0.108,0.006,2.78641497928597e-65,"9","CAMK2N1"
"ANXA1",2.18773963912829e-84,5.05195875616465,0.166,0.012,6.57918941675051e-80,"9","ANXA1"
"SMOC2",6.18076588674567e-98,5.05139737776995,0.211,0.016,1.85874172512103e-93,"9","SMOC2"
"ELN",1.71097248081326e-56,5.03584039637815,0.108,0.007,5.14540754154972e-52,"9","ELN"
"AC011246.1",2.24160621336954e-69,5.03178558596318,0.184,0.018,6.7411823654662e-65,"9","AC011246.1"
"FN1",3.3778526221495e-88,5.01595491279987,0.305,0.039,1.01582161905902e-83,"9","FN1"
"ADGRB3",6.08741327154015e-106,4.99121415562974,0.26,0.023,1.83066779315027e-101,"9","ADGRB3"
"NEGR1",1.21004783412049e-90,4.98154508386514,0.314,0.04,3.63897685155055e-86,"9","NEGR1"
"NCAM2",5.23129276779518e-77,4.96887491578636,0.166,0.013,1.57320667405904e-72,"9","NCAM2"
"VIM",7.58200390519901e-85,4.96617032094129,0.336,0.05,2.2801360344105e-80,"9","VIM"
"TNXB",7.7498610424404e-96,4.93406934656971,0.22,0.018,2.3306157112931e-91,"9","TNXB"
"UNC5C",1.41902629565555e-73,4.92664430452151,0.139,0.009,4.26743777892493e-69,"9","UNC5C"
"PXDN",3.99739434873004e-90,4.90772017953504,0.135,0.007,1.20213640249358e-85,"9","PXDN"
"SERPING1",3.46790706747625e-108,4.89616106194317,0.242,0.019,1.04290369240213e-103,"9","SERPING1"
"FBLN2",5.50304659084173e-69,4.89539775694216,0.121,0.007,1.65493120126383e-64,"9","FBLN2"
"SPON1",2.96645791476829e-72,4.87815422653561,0.126,0.008,8.92102888708269e-68,"9","SPON1"
"COLEC12",5.09738261058618e-78,4.86071675653671,0.148,0.01,1.53293587248158e-73,"9","COLEC12"
"ABCA6",2.24678031154575e-99,4.86034401252009,0.287,0.03,6.75674243091152e-95,"9","ABCA6"
"IL33",6.3811825854369e-81,4.84495925610425,0.148,0.009,1.91901303891844e-76,"9","IL33"
"IFI16",1.42134640912016e-81,4.83847125351676,0.161,0.011,4.27441505614707e-77,"9","IFI16"
"KLF2",4.0674712489492e-55,4.83227791396528,0.148,0.014,1.22321062869649e-50,"9","KLF2"
"C3",1.37698741524086e-62,4.81909772919434,0.157,0.014,4.14101425385384e-58,"9","C3"
"CST3",3.91344197357597e-70,4.81645482387545,0.386,0.076,1.1768894047135e-65,"9","CST3"
"OGN",1.61342925864348e-58,4.79457470735478,0.121,0.009,4.85206580951854e-54,"9","OGN"
"PLSCR4",2.31232724455662e-69,4.79275832236358,0.112,0.006,6.95386172255511e-65,"9","PLSCR4"
"DCN",3.36265620060891e-33,4.7824888283885,0.404,0.154,1.01125159920912e-28,"9","DCN"
"C1R",4.49455606920296e-75,4.77936090989726,0.152,0.011,1.35164784669141e-70,"9","C1R"
"NOVA1",1.00947654540937e-65,4.76912537488938,0.121,0.008,3.03579881500959e-61,"9","NOVA1"
"MSC-AS1",7.89211734016557e-71,4.7631153945601,0.13,0.008,2.37339644770799e-66,"9","MSC-AS1"
"MAMDC2",1.24055857084423e-51,4.74283023614992,0.126,0.011,3.73073179009987e-47,"9","MAMDC2"
"EMP1",9.57381841044017e-99,4.73554754705358,0.184,0.012,2.87913441057167e-94,"9","EMP1"
"APOD",5.69397264035904e-13,4.72920858693952,0.336,0.196,1.71234839213517e-08,"9","APOD"
"EPHA3",3.08838001619216e-51,4.66948910241455,0.112,0.009,9.28768522269467e-47,"9","EPHA3"
"COL1A2",1.33307070345469e-95,4.66710049784315,0.238,0.021,4.00894352649927e-91,"9","COL1A2"
"IGFBP5",5.77120170930694e-44,4.66326473187992,0.251,0.049,1.73557349003988e-39,"9","IGFBP5"
"COL5A2",2.0731404858726e-83,4.66065986002953,0.211,0.019,6.23455538316468e-79,"9","COL5A2"
"LINC02802",7.95657734542133e-60,4.65394468058897,0.152,0.014,2.39278150508856e-55,"9","LINC02802"
"PTN",1.1382267524824e-63,4.63963663144771,0.157,0.014,3.42298931274031e-59,"9","PTN"
"LPCAT2",8.75118506109605e-37,4.57508207139776,0.121,0.014,2.63174388342342e-32,"9","LPCAT2"
"EBF2",1.16535151409037e-89,4.55363125239447,0.193,0.015,3.50456160832397e-85,"9","EBF2"
"ABI3BP",2.35601642431223e-89,4.5390449684885,0.323,0.043,7.08524819283416e-85,"9","ABI3BP"
"TUBA1B",2.606374916041e-68,4.53211733911535,0.193,0.02,7.83815128501011e-64,"9","TUBA1B"
"COL14A1",2.99750388975771e-36,4.52049659422794,0.112,0.012,9.01439344766836e-32,"9","COL14A1"
"MYO1B",1.25411071946244e-72,4.51242434455341,0.188,0.018,3.7714871666394e-68,"9","MYO1B"
"OSMR",3.57285831786813e-72,4.51050787019397,0.148,0.011,1.07446568193248e-67,"9","OSMR"
"CEBPD",5.76059174907728e-55,4.49473037097893,0.336,0.073,1.73238275670001e-50,"9","CEBPD"
"MGP",1.54263143269769e-28,4.49364779719176,0.345,0.13,4.63915550755176e-24,"9","MGP"
"ASPN",2.65862895921132e-50,4.45388929619809,0.108,0.008,7.99529486903619e-46,"9","ASPN"
"PLSCR1",9.92962245694317e-79,4.43930715743719,0.175,0.014,2.98613536147652e-74,"9","PLSCR1"
"EPB41L3",2.12654860134772e-48,4.43889521877386,0.112,0.009,6.395169608833e-44,"9","EPB41L3"
"UAP1",8.98344139024102e-57,4.42970666573106,0.274,0.046,2.70159032928718e-52,"9","UAP1"
"GULP1",2.96286950582193e-52,4.40274167470184,0.121,0.01,8.91023746485829e-48,"9","GULP1"
"ARHGAP6",2.63674738065168e-57,4.38081535918421,0.139,0.012,7.9294903978338e-53,"9","ARHGAP6"
"SVEP1",8.90634638218046e-59,4.30841639962932,0.126,0.01,2.67840554751313e-54,"9","SVEP1"
"PTMS",2.92578762469346e-76,4.29755586516759,0.179,0.015,8.79872112374064e-72,"9","PTMS"
"ADAMTSL3",6.0139696295052e-45,4.26535036585365,0.193,0.029,1.8085810866811e-40,"9","ADAMTSL3"
"COL15A1",3.83032031447772e-57,4.26361360727216,0.238,0.036,1.15189222817288e-52,"9","COL15A1"
"STEAP4",4.78325830335044e-52,4.25306282219957,0.143,0.014,1.43846926956658e-47,"9","STEAP4"
"ECM1",1.06910205826989e-32,4.2262353817815,0.112,0.014,3.21511061983504e-28,"9","ECM1"
"SH3BGRL3",1.41374993498858e-44,4.21572216284799,0.184,0.027,4.25157017949116e-40,"9","SH3BGRL3"
"DPYSL3",1.63317589888086e-52,4.20266981179485,0.112,0.008,4.91144988070442e-48,"9","DPYSL3"
"TIMP1",2.66321590163361e-39,4.20179151802184,0.233,0.047,8.00908918098276e-35,"9","TIMP1"
"TIAM1",1.38560883648583e-38,4.12943294125922,0.121,0.014,4.16694145396383e-34,"9","TIAM1"
"EBF1",4.22090141491985e-63,4.11378678984464,0.202,0.023,1.26935168250885e-58,"9","EBF1"
"S100A4",1.50959658208635e-47,4.10767481711568,0.148,0.017,4.53980980130827e-43,"9","S100A4"
"EMP3",4.83748074505632e-41,4.08294982382616,0.117,0.012,1.45477558446079e-36,"9","EMP3"
"CLIC1",1.96530131366502e-37,4.07916169427232,0.112,0.012,5.9102506405848e-33,"9","CLIC1"
"SMIM3",1.6549919173543e-30,4.07730047240165,0.112,0.015,4.97705719305957e-26,"9","SMIM3"
"AKT3",5.73763744322332e-58,4.07562187378054,0.22,0.03,1.72547970830055e-53,"9","AKT3"
"RCN1",3.01411176730106e-41,4.05655534752245,0.121,0.013,9.06433831780448e-37,"9","RCN1"
"EEF1A1",1.59702835105582e-69,4.03794183026583,0.368,0.069,4.80274336013016e-65,"9","EEF1A1"
"CALCRL",6.29245899751862e-52,4.0336638925835,0.135,0.012,1.89233119432377e-47,"9","CALCRL"
"CFL1",1.3085918884211e-57,4.02518951356597,0.193,0.023,3.93532838604876e-53,"9","CFL1"
"GLIS3",2.74069465729995e-63,4.02472998580522,0.184,0.019,8.24209104289815e-59,"9","GLIS3"
"YWHAH",1.16331402091315e-39,3.98689489118433,0.148,0.02,3.49843425509211e-35,"9","YWHAH"
"PID1",1.37376498163838e-50,3.97400549918932,0.238,0.039,4.13132342928111e-46,"9","PID1"
"H3F3B",2.76622807267457e-63,3.9675109527727,0.368,0.076,8.31887768295423e-59,"9","H3F3B"
"SPARCL1",9.30920679665848e-32,3.95200607624392,0.363,0.128,2.79955775995911e-27,"9","SPARCL1"
"RPLP0",2.03639378999494e-41,3.93951491388368,0.238,0.047,6.12404704465177e-37,"9","RPLP0"
"TPM4",1.93473514841756e-52,3.93561248266035,0.17,0.02,5.81832901183613e-48,"9","TPM4"
"ABCA10",4.38889148107713e-47,3.92399688950686,0.287,0.06,1.31987133510432e-42,"9","ABCA10"
"FTL",2.75056887026466e-47,3.91147332601777,0.278,0.056,8.27178576354691e-43,"9","FTL"
"COL6A2",9.38418217597922e-67,3.89294739923875,0.327,0.056,2.82210510578223e-62,"9","COL6A2"
"PREX2",3.19750310803461e-65,3.86341623981228,0.157,0.013,9.61585109679249e-61,"9","PREX2"
"LRP1",6.72574547534889e-41,3.85234130444856,0.247,0.051,2.02263343680167e-36,"9","LRP1"
"COL4A3",4.0848599850201e-47,3.84557830201337,0.197,0.029,1.2284399432951e-42,"9","COL4A3"
"S100A11",8.2365917373469e-46,3.82645967493816,0.202,0.031,2.47699023317233e-41,"9","S100A11"
"AFAP1",3.58790355110849e-33,3.80661543828966,0.13,0.018,1.07899023492486e-28,"9","AFAP1"
"JUNB",1.11622265833768e-48,3.77482687027381,0.265,0.049,3.35681640041891e-44,"9","JUNB"
"CRISPLD2",3.53450716020006e-44,3.7732159207219,0.139,0.016,1.06293233828696e-39,"9","CRISPLD2"
"LAMB1",7.28453144732459e-48,3.77312975005366,0.265,0.05,2.19067714215392e-43,"9","LAMB1"
"CXCL12",3.48570342705537e-44,3.75396587279976,0.117,0.011,1.04825559161836e-39,"9","CXCL12"
"GSN",3.84178187475982e-26,3.75167284430143,0.57,0.3,1.15533906319652e-21,"9","GSN"
"PCOLCE",1.23342698789517e-29,3.75148772479925,0.117,0.016,3.70928498069713e-25,"9","PCOLCE"
"ANXA5",1.40579929334687e-55,3.74001224917087,0.363,0.08,4.22766021488204e-51,"9","ANXA5"
"TUBB",1.97099761791582e-21,3.73738865018226,0.121,0.023,5.92738113635825e-17,"9","TUBB"
"ERRFI1",1.82631499076701e-19,3.7266901069703,0.13,0.028,5.49227707173362e-15,"9","ERRFI1"
"EPB41L2",4.62500855321492e-62,3.71977111830021,0.242,0.034,1.39087882220832e-57,"9","EPB41L2"
"PRDX4",8.9581887819209e-36,3.71320595117251,0.126,0.016,2.69399611238707e-31,"9","PRDX4"
"DCLK1",2.65688435655076e-43,3.71193519162303,0.224,0.04,7.99004832545509e-39,"9","DCLK1"
"RAN",3.64247705491552e-22,3.70588634844047,0.103,0.017,1.09540212472474e-17,"9","RAN"
"CDKN1C",7.31756230075369e-45,3.70498034147016,0.117,0.011,2.20061051070566e-40,"9","CDKN1C"
"SSR2",1.73259018014808e-28,3.7047912116992,0.143,0.025,5.21041844875931e-24,"9","SSR2"
"IFITM2",1.2628415158766e-32,3.6948408781642,0.143,0.022,3.7977432906957e-28,"9","IFITM2"
"HSPA13",6.02440865886505e-27,3.65530751258443,0.103,0.014,1.81172041598049e-22,"9","HSPA13"
"SLC9A9",6.50273450570452e-34,3.63566631033546,0.121,0.015,1.95556734790052e-29,"9","SLC9A9"
"AKAP12",1.97997837539001e-58,3.62757212594917,0.175,0.019,5.95438896831037e-54,"9","AKAP12"
"S100A6",7.1304609116597e-34,3.62562194857612,0.265,0.067,2.14434350996342e-29,"9","S100A6"
"FZD4",9.60498140934814e-24,3.62524746999908,0.121,0.021,2.88850605923327e-19,"9","FZD4"
"ROBO1",2.62873282528631e-27,3.62220966905099,0.152,0.029,7.90538822548351e-23,"9","ROBO1"
"RRBP1",3.25883544041073e-41,3.61845396736432,0.341,0.091,9.8002958199472e-37,"9","RRBP1"
"EPS8",1.92418611564071e-47,3.59269594028001,0.265,0.05,5.78660490556629e-43,"9","EPS8"
"IFITM3",4.87872039220034e-28,3.57050780967148,0.287,0.09,1.46717758354641e-23,"9","IFITM3"
"SOX9",2.91514183580672e-23,3.55573520185888,0.126,0.023,8.76670604282153e-19,"9","SOX9"
"ASAP2",6.04508495820361e-33,3.52451904057685,0.161,0.027,1.81793839948057e-28,"9","ASAP2"
"GNB2",2.26953618221532e-18,3.514861926987,0.103,0.02,6.82517616077615e-14,"9","GNB2"
"PCBP1",2.55168354599511e-18,3.50670015582001,0.108,0.021,7.67367792787109e-14,"9","PCBP1"
"SPARC",8.43464068419117e-43,3.5015616425392,0.17,0.024,2.53654949295681e-38,"9","SPARC"
"HNRNPAB",5.51815794905362e-19,3.50026947157359,0.135,0.03,1.65947564001889e-14,"9","HNRNPAB"
"PRDX1",3.83093831974518e-21,3.48435209763051,0.112,0.02,1.15207808089697e-16,"9","PRDX1"
"SELENOM",4.06479434582976e-35,3.46985633510109,0.166,0.027,1.22240560362138e-30,"9","SELENOM"
"TSHZ2",4.98415198477534e-30,3.45947034112383,0.121,0.017,1.49888402638149e-25,"9","TSHZ2"
"PLAC9",4.21886854237016e-23,3.45033801992542,0.117,0.02,1.26874033674698e-18,"9","PLAC9"
"ENG",2.13574268477195e-38,3.44850132347936,0.13,0.016,6.42281897591469e-34,"9","ENG"
"KIAA0040",3.28984217581299e-29,3.43035116395967,0.175,0.034,9.89354237532239e-25,"9","KIAA0040"
"BZW1",1.4817387009173e-28,3.41864003280156,0.211,0.049,4.4560327952686e-24,"9","BZW1"
"NCOA7",3.56852638436804e-20,3.40235986458567,0.179,0.048,1.073162939571e-15,"9","NCOA7"
"IL1R1",2.44944441307068e-34,3.39161223139172,0.161,0.026,7.36621418342746e-30,"9","IL1R1"
"ZFP36L2",1.25013426391581e-18,3.38817312505386,0.175,0.049,3.75952877187401e-14,"9","ZFP36L2"
"PFN1",3.79084253699414e-21,3.35466911224057,0.139,0.03,1.14002007615025e-16,"9","PFN1"
"ANXA2",1.70996222543963e-36,3.34564118149059,0.215,0.042,5.14236940056461e-32,"9","ANXA2"
"S100A13",8.94251400744887e-26,3.34435003820427,0.117,0.018,2.6892822374601e-21,"9","S100A13"
"RPL7A",1.28140539340305e-34,3.33641633908467,0.256,0.061,3.853570439581e-30,"9","RPL7A"
"KDELR2",4.09656631221108e-18,3.32635546963189,0.108,0.021,1.23196038707124e-13,"9","KDELR2"
"HLA-C",3.63170732912189e-28,3.32488674945649,0.152,0.028,1.09216334508683e-23,"9","HLA-C"
"BTG2",9.66796875590581e-37,3.32436706486186,0.278,0.066,2.90744824396355e-32,"9","BTG2"
"MECOM",7.24023547079956e-57,3.32057765172776,0.17,0.018,2.17735601313355e-52,"9","MECOM"
"THBS1",1.72087052407485e-23,3.30091676898708,0.278,0.093,5.17517392705031e-19,"9","THBS1"
"RTN4",7.96134163083742e-30,3.29804535341845,0.229,0.056,2.39421426864174e-25,"9","RTN4"
"TAGLN",6.26826969571336e-19,3.28481977095348,0.126,0.027,1.88505674559188e-14,"9","TAGLN"
"GUCY1B1",7.33770409288217e-19,3.2828549240891,0.135,0.031,2.20666775185245e-14,"9","GUCY1B1"
"PPIB",9.89974435140938e-28,3.27425844651357,0.242,0.064,2.97715011879934e-23,"9","PPIB"
"IFITM1",5.26016818792445e-35,3.27269457703154,0.135,0.018,1.58189037915452e-30,"9","IFITM1"
"CLMN",1.2050102845017e-28,3.25187346830252,0.108,0.014,3.62382742858197e-24,"9","CLMN"
"ELMO1",1.7596566254388e-31,3.2488172879081,0.157,0.027,5.29181536968209e-27,"9","ELMO1"
"MT2A",4.28646442981759e-09,3.24022255836258,0.112,0.038,0.000128906844797904,"9","MT2A"
"RPS5",7.14517528582115e-30,3.23425560810814,0.188,0.039,2.14876856370499e-25,"9","RPS5"
"RHOC",3.67425005568163e-14,3.23021413119395,0.103,0.024,1.10495721924514e-09,"9","RHOC"
"LAPTM4A",7.01837415487485e-40,3.22557046697429,0.318,0.08,2.11063565959551e-35,"9","LAPTM4A"
"NFKBIZ",1.40410351804635e-28,3.22502822982377,0.215,0.05,4.2225605098208e-24,"9","NFKBIZ"
"RPL8",6.40167441261649e-31,3.21577381226138,0.251,0.064,1.92517554610616e-26,"9","RPL8"
"HSP90B1",8.17475077582947e-20,3.20130356162786,0.363,0.162,2.4583928008152e-15,"9","HSP90B1"
"RPL19",5.16212526873497e-36,3.18518110216811,0.247,0.055,1.55240593206667e-31,"9","RPL19"
"LHFPL2",6.33857593285642e-15,3.17449182917975,0.135,0.036,1.90619994028791e-10,"9","LHFPL2"
"S100A10",3.93952945408115e-30,3.16617510374954,0.193,0.041,1.18473469272582e-25,"9","S100A10"
"ITM2B",1.67756477255288e-25,3.1629802395405,0.448,0.195,5.04494054049826e-21,"9","ITM2B"
"CALR",1.00663596114235e-14,3.14687872533525,0.161,0.05,3.0272563259434e-10,"9","CALR"
"HLA-E",3.57679038028284e-39,3.14159263104623,0.135,0.016,1.07564817106246e-34,"9","HLA-E"
"PTMA",1.57841738946925e-33,3.14011655784572,0.354,0.111,4.74677461535088e-29,"9","PTMA"
"RPS2",3.88744105050771e-20,3.136061833004,0.211,0.063,1.16907014711918e-15,"9","RPS2"
"CYBRD1",2.38381203766117e-23,3.12778728044671,0.184,0.046,7.16883794085843e-19,"9","CYBRD1"
"GSTP1",4.89281436703726e-19,3.12513216418189,0.152,0.038,1.47141606459912e-14,"9","GSTP1"
"HSPA5",4.37876293602318e-34,3.12416909896382,0.345,0.102,1.31682537775025e-29,"9","HSPA5"
"RPL10",4.14196489063394e-39,3.11947915747395,0.381,0.113,1.24561310156035e-34,"9","RPL10"
"STAT1",4.42349519424544e-22,3.11146584626385,0.166,0.039,1.33027770976543e-17,"9","STAT1"
"COL6A1",4.29623726389688e-29,3.11139806213608,0.3,0.092,1.29200743237171e-24,"9","COL6A1"
"CD81",6.0122834982344e-27,3.10627296508497,0.26,0.075,1.80807401642403e-22,"9","CD81"
"ARHGDIA",7.33079560845639e-19,3.10313286897456,0.126,0.027,2.20459016333109e-14,"9","ARHGDIA"
"SRM",6.54987465049065e-15,3.1005419309897,0.112,0.026,1.96974380364205e-10,"9","SRM"
"FTH1",1.14570574165277e-32,3.08835354230566,0.404,0.141,3.44548087687238e-28,"9","FTH1"
"HSPA8",1.21302446834444e-18,3.08754935547627,0.22,0.072,3.64792848365224e-14,"9","HSPA8"
"ABCA8",1.30665341630736e-46,3.08512116338892,0.646,0.256,3.92949881886112e-42,"9","ABCA8"
"RPL15",2.25892809724975e-17,3.07621577770503,0.148,0.039,6.79327446685917e-13,"9","RPL15"
"C1S",2.75136802001271e-33,3.07438159017542,0.278,0.071,8.27418904658422e-29,"9","C1S"
"HLA-A",2.26550925135019e-16,3.07149163527924,0.139,0.036,6.81306597158541e-12,"9","HLA-A"
